RESPONSABLE DE SERVICIO,,, ,,,,,,DISTANCIA,ADULTO,ESCOLAR MEDIA,ESCOLAR SUPERIOR,TARIFA TERCERA EDAD,TARIFA MINIMA,INTERIOR,NOCTURNA,LOCAL URBANO,LOCAL RURAL,INTERMEDIOS,TRASNOCHE,DGOS- Y FESTIVOS,INICIO,TÉRMINO,N° Resolucion,Fecha,tipo servicio,
Folio,NOMBRE EMPRESA,COMUNA,Troncal - RUTA O VTE,TRAMO,SECTOR INICIO,COMUNA,SECTOR TÉRMINO,COMUNA,KM.,$,$,$,$,$,$,$,$,$,$,$,$,Hrs:,Hrs:,,,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,SANTA ROSA,,,,,,450,,,,,,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,COLEGIO INGLES,,,,,,600,,,,,,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,EL PIMIENTO,,,,,,500,,,,,,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,EL PIMIENTO,,,,,,,,,,,600,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,L-P BABURIZZA,,,,,,600,,,,,,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,EL ESTERO,,,,,,500,,,,,,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,EL ESTERO,,,,,,,,,,,600,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,EL PUENTE,,,,,,650,,,,,,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,LA TOTORA,,,,,,700,,,,,,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,C-VIEJA,,,,,,550,,,,,,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,C-NUEVA,,,,,,650,,,,,,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,H-JORDAN,,,,,,700,,,,,,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,SANTA ROSA,,,,,,450,450,,,,,600,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,COLEGIO INGLES,,,,,,600,450,,,,,700,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,EL PIMIENTO,,,,,,500,450,,,,,600,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,EL PIMIENTO,,,,,,,450,,,,600,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,L-P BABURIZZA,,,,,,,450,,,,600,750,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,EL ESTERO,,,,,,500,450,,,,,600,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,EL ESTERO,,,,,,,450,,,,600,,,,,,,07.00,21.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,EL PUENTE,,,,,,650,450,,,,,750,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,LA TOTORA,,,,,,700,450,,,,,750,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,C-VIEJA,,,,,,550,450,,,,,650,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,C-NUEVA,,,,,,650,450,,,,,700,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,H-JORDAN,,,,,,700,450,,,,,800,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,POCURO,,,,,,700,450,,,,,750,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,BAJO,,,,,,550,450,,,,,650,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
11,Eª DE TRANSP. SAN VICENTE LTDA,Calle Larga,,CALLE NUEVA,,,,,,550,450,,,,,650,,,,,,21.00,24.00,922,18/03/11,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 1,1,TERMINAL,LOS ANDES,PARADERO 8 AL 23,RINCONADA,17,1300,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 1,2,TERMINAL,LOS ANDES,PARADERO 7,RINCONADA,8,1100,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 1,3,TERMINAL,LOS ANDES,PARADEROS 31,RINCONADA,17,1400,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 1,4,TERMINAL,LOS ANDES,SANTUARIO,RINCONADA,23,2200,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,1,TERMINAL,LOS ANDES,INT.CONDOROMA,LOS ANDES,5,1400,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,2,TERMINAL,LOS ANDES,INT. VILLA LAS ROSAS,RINCONADA,18,1600,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,3,TERMINAL,LOS ANDES,MONTE BLANCO,CALLE LARGA,10,1500,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,4,TERMINAL,LOS ANDES,TABOLANGO,CALLE LARGA,9,1500,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,5,TERMINAL,LOS ANDES,LOS FAROLES,CALLE LARGA,11,1500,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,6,TERMINAL,LOS ANDES,C.SUR SEGUNDA CURVA,LOS ANDES,11,1500,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,7,TERMINAL,LOS ANDES,C. SUR LA BARRERA,LOS ANDES,12,1700,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,8,TERMINAL,LOS ANDES,C.SUR POBLACION,LOS ANDES,13,2000,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,9,TERMINAL,LOS ANDES,LOS PLACERES,RINCONADA,8,1400,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,10,TERMINAL,LOS ANDES,LOS NOGALES,RINCONADA,9,1400,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,11,TERMINAL,LOS ANDES,LOS CAMPOS,RINCONADA,12,1600,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,12,TERMINAL,LOS ANDES,PATAGUAL,RINCONADA,13,1500,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,13,TERMINAL,LOS ANDES,CAÑADILLA,RINCONADA,15,1600,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,14,TERMINAL,LOS ANDES,VILLA LAS ROSAS Y V. COLUNQUEN,RINCONADA,14,1500,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,15,TERMINAL,LOS ANDES,POB. EL ESFUERZO,RINCONADA,17,1500,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,16,TERMINAL,LOS ANDES,LAS NUÑEZ,RINCONADA,19,1600,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,17,TERMINAL,LOS ANDES,VILLA CASSUTO,RINCONADA,20,1500,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,18,TERMINAL,LOS ANDES,BUCALEMU,RINCONADA,9,1500,,,,,,,,,,,,6.30,21.00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,19,TERMINAL,LOS ANDES,JARDINES INT.,RINCONADA,15,1500,,,,,,,,,,,,6.30,21.00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,20,TERMINAL,LOS ANDES,RENACER,RINCONADA,15,1500,,,,,,,,,,,,6.30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,21,TERMINAL,LOS ANDES,QUIROGANO,RINCONADA,20,1600,,,,,,,,,,,,6.30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,22,TERMINAL,LOS ANDES,MINA CARACOLES,RINCONADA,22,1900,,,,,,,,,,,,6.30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,23,TERMINAL,LOS ANDES,EL GOLF PORTERIA,RINCONADA,18,1600,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,24,TERMINAL,LOS ANDES,GOLF INTERIOR,RINCONADA,19,1800,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,25,TERMINAL,LOS ANDES,BAÑOS AUCO,RINCONADA,24,1500,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,26,TERMINAL,LOS ANDES,RECREO,RINCONADA,12,2400,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,27,TERMINAL,LOS ANDES,HACIENDA RINCONADA,RINCONADA,13,2400,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,28,TERMINAL,LOS ANDES,LAS BANDURRIAS,RINCONADA,22,1800,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,29,TERMINAL,LOS ANDES,ESCUELA  VALLE ALEGRE,RINCONADA,20,2400,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,30,TERMINAL,LOS ANDES,DEL MONTE Y SANTIFRUT,RINCONADA,9,1300,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,31,TERMINAL,LOS ANDES,BUCALEMU (EL RINCON),RINCONADA,11,2000,,,,,,,,,,,,06:30,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 1,1,TERMINAL,LOS ANDES,PARADERO 8 AL 23,RINCONADA,17,,,,,,,1500,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 1,2,TERMINAL,LOS ANDES,PRADERO 7,RINCONADA,8,,,,,,,1400,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 1,3,TERMINAL,LOS ANDES,PARADEROS 31,RINCONADA,17,,,,,,,1600,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 1,4,TERMINAL,LOS ANDES,SANTUARIO,RINCONADA,23,,,,,,,2400,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,1,TERMINAL,LOS ANDES,INT.CONDOROMA,LOS ANDES,5,,,,,,,1600,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,2,TERMINAL,LOS ANDES,INT. VILLA LAS ROSAS,RINCONADA,18,,,,,,,1800,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,3,TERMINAL,LOS ANDES,MONTE BLANCO,CALLE LARGA,10,,,,,,,1700,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,4,TERMINAL,LOS ANDES,TABOLANGO,CALLE LARGA,9,,,,,,,1700,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,5,TERMINAL,LOS ANDES,LOS FAROLES,CALLE LARGA,11,,,,,,,1700,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,6,TERMINAL,LOS ANDES,C.SUR SEGUNDA CURVA,LOS ANDES,11,,,,,,,1700,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,7,TERMINAL,LOS ANDES,C. SUR LA BARRERA,LOS ANDES,12,,,,,,,1900,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,8,TERMINAL,LOS ANDES,C.SUR POBLACION,LOS ANDES,13,,,,,,,2200,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,9,TERMINAL,LOS ANDES,LOS PLACERES,RINCONADA,8,,,,,,,1600,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,10,TERMINAL,LOS ANDES,LOS NOGALES,RINCONADA,9,,,,,,,1600,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,11,TERMINAL,LOS ANDES,LOS CAMPOS,RINCONADA,12,,,,,,,1800,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,12,TERMINAL,LOS ANDES,PATAGUAL,RINCONADA,13,,,,,,,1700,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,13,TERMINAL,LOS ANDES,CAÑADILLA,RINCONADA,15,,,,,,,1800,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,14,TERMINAL,LOS ANDES,VILLA LAS ROSAS Y V. COLUNQUEN,RINCONADA,14,,,,,,,1700,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,15,TERMINAL,LOS ANDES,POB. EL ESFUERZO,RINCONADA,17,,,,,,,1700,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,16,TERMINAL,LOS ANDES,LAS NUÑEZ,RINCONADA,19,,,,,,,1800,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,17,TERMINAL,LOS ANDES,VILLA CASSUTO,RINCONADA,20,,,,,,,1700,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,18,TERMINAL,LOS ANDES,BUCALEMU,RINCONADA,9,,,,,,,1700,,,,,,21.00,23.00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,19,TERMINAL,LOS ANDES,JARDINES INT.,RINCONADA,15,,,,,,,1700,,,,,,21.00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,20,TERMINAL,LOS ANDES,RENACER,RINCONADA,15,,,,,,,1700,,,,,,21.00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,21,TERMINAL,LOS ANDES,QUIROGANO,RINCONADA,21,,,,,,,1800,,,,,,21.00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,22,TERMINAL,LOS ANDES,MINA CARACOLES,RINCONADA,22,,,,,,,1500,,,,,,21.00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,23,TERMINAL,LOS ANDES,EL GOLF PORTERIA,RINCONADA,18,,,,,,,1800,,,,,,21.00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,24,TERMINAL,LOS ANDES,GOLF INTERIOR,RINCONADA,19,,,,,,,2000,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,25,TERMINAL,LOS ANDES,BAÑOS AUCO,RINCONADA,24,,,,,,,2300,,,,,,21:00,21:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,26,TERMINAL,LOS ANDES,RECREO,RINCONADA,12,,,,,,,2600,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,27,TERMINAL,LOS ANDES,HACIENDA RINCONADA,RINCONADA,13,,,,,,,2600,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,28,TERMINAL,LOS ANDES,LAS BANDURRIAS,RINCONADA,22,,,,,,,2200,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,29,TERMINAL,LOS ANDES,ESCUELA VALLE ALEGRE,RINCONADA,20,,,,,,,2600,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,30,TERMINAL,LOS ANDES,DEL MONTE Y SANTIFRUT,RINCONADA,9,,,,,,,1500,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
15,A.G TAX.COL.LOS ANDES RINCONADA,Los Andes,RUTA 2,31,TERMINAL,LOS ANDES,BUCALEMU (EL RINCON),RINCONADA,11,,,,,,,2200,,,,,,21:00,23:00,2761,14/12/22,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,1,ESMERALDA N°191,LOS ANDES,AV. ALESSANDRI,SAN ESTEBAN,4,1000,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,2,ESMERALDA N°191,LOS ANDES,LA PUNTILLA,SAN ESTEBAN,5,1400,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,3,ESMERALDA N°191,LOS ANDES,PAIDAHUEN,SAN ESTEBAN,6,2000,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,4,ESMERALDA N°191,LOS ANDES,SAN MIGUEL,SAN ESTEBAN,8,2400,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,5,ESMERALDA N°191,LOS ANDES,EL CARRIZO ALTO,SAN ESTEBAN,11,6200,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,6,ESMERALDA N°191,LOS ANDES,LA FLORIDA,SAN ESTEBAN,7,1700,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,7,ESMERALDA N°191,LOS ANDES,REYES,SAN ESTEBAN,8,1400,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,8,ESMERALDA N°191,LOS ANDES,PLAZA SAN ESTEBAN,SAN ESTEBAN,6,1000,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,9,ESMERALDA N°191,LOS ANDES,SAN FRANCISCO LODGE,SAN ESTEBAN,18,18000,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,10,ESMERALDA N°191,LOS ANDES,EL VILLORRIO,SAN ESTEBAN,15,3000,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,11,ESMERALDA N°191,LOS ANDES,EL HUAPE,SAN ESTEBAN,12,3000,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°2,1,ESMERALDA N°191,LOS ANDES,VILLA TRASANDINO,LOS ANDES,2,1200,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°2,2,ESMERALDA N°191,LOS ANDES,VILLA EL MIRADOR,LOS ANDES,3,1200,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°2,3,ESMERALDA N°191,LOS ANDES," LOS OLMOS, CERRO LAS JUNTAS",SAN ESTEBAN,6,1600,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°2,4,ESMERALDA N°191,LOS ANDES," TOCORNAL, CERRO LAS JUNTAS",SAN ESTEBAN,6,1600,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°2,5,ESMERALDA N°191,LOS ANDES,FONCEA,SAN ESTEBAN,8,1700,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°2,6,ESMERALDA N°191,LOS ANDES,AV. SANTA TERESA,SAN ESTEBAN,7,1400,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°2,7,ESMERALDA N°191,LOS ANDES,LA CHAPARRINA,SAN ESTEBAN,8,1700,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°2,8,ESMERALDA N°191,LOS ANDES,SAN REJIS,SAN ESTEBAN,11,1700,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°2,9,ESMERALDA N°191,LOS ANDES,LA CASTRINA,SAN ESTEBAN,13,1400,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°2,10,ESMERALDA N°191,LOS ANDES,LO CAMUS,SAN ESTEBAN,19,3200,,,,,,,,,,,,7:00,20:00,,,COLECTIVO RURAL,
16,A.G.Taxis Colec.San Esteban Los Andes,Los Andes,RUTA N°1,1,ESMERALDA N°191,LOS ANDES,AV. ALESSANDRI,SAN ESTEBAN,4,,,,,,,1200,,,,,,20:00,0:00,,,COLECTIVO RURAL,
