RESPONSABLE DE SERVICIO,,, ,,,,,,DISTANCIA,ADULTO,ESCOLAR MEDIA,ESCOLAR SUPERIOR,TARIFA TERCERA EDAD,TARIFA MINIMA,INTERIOR,NOCTURNA,LOCAL URBANO,LOCAL RURAL,INTERMEDIOS,TRASNOCHE,DGOS- Y FESTIVOS,INICIO,TÉRMINO,N° Resolucion,Fecha,tipo servicio,
Folio,NOMBRE EMPRESA,COMUNA,Troncal - RUTA O VTE,TRAMO,SECTOR INICIO,COMUNA,SECTOR TÉRMINO,COMUNA,KM.,$,$,$,$,$,$,$,$,$,$,$,$,Hrs:,Hrs:,,,COLECTIVO RURAL,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,26,U.V.M.,V. del Mar,Chorrillos,V. del Mar,21,,,,,,,1255,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Variante,,TERMINAL VILLA INDEPENDENCIA,VINA DEL MAR,TRASLAVIÑA / ARLEGUI,VINA DEL MAR,10.2,1000,,,,,,,,,,,,06.00,22.00,,,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Troncal,,SANTA JULIA -SAU SAU,VINA DEL MAR,TRASLAVIÑA / ARLEGUI,VINA DEL MAR,10.5,1000,,,,,,,,,,,,06.00,22.00,,,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Variante,,A CUENTA ,VINA DEL MAR,TRASLAVIÑA / ARLEGUI,VINA DEL MAR,11.5,1500,,,,,,,,,,,,06.00,22.00,,,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Variante ,,ALTOS DEL BOSQUE,VINA DEL MAR,TRASLAVIÑA / ARLEGUI,VINA DEL MAR,12.3,1500,,,,,,,,,,,,06.00,22.00,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Troncal,,ADUANA,VALPARAÍSO,PARROQUIA DE VIÑA,VINA DEL MAR,8.9,1000,,,,,,,,,,,,06.00,22.00,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Variante,,ADUANA,VALPARAÍSO,HOSPITAL G. FRIECKE,VINA DEL MAR,10.00,1500,,,,,,,,,,,,06.00,22.00,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Troncal,,ADUANA,VALPARAÍSO,PLAZA MIRAFLORES,VINA DEL MAR,11.5,1500,,,,,,,,,,,,06.00,22.00,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Troncal,,ADUANA,VALPARAÍSO,VILLA INDEPENDENCIA,VINA DEL MAR,19.00,2000,,,,,,,,,,,,06.00,"22.,00",677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Troncal,,ADUANA,VALPARAÍSO,SANTA JULIA,VINA DEL MAR,18.0,2500,,,,,,,,,,,,06.00,22.00,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Troncal,,5 ORIENTE,VINA DEL MAR,FERIA CAUPOLICÁN,VINA DEL MAR,6.0,1000,,,,,,,,,,,,06.00,22.00,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Troncal,,5 ORIENTE,VINA DEL MAR,SANTA JULIA SAU SAU,VINA DEL MAR,8.8,1500,,,,,,,,,,,,06.00,22.00,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Variante,,COPA MIRAFLORES,VINA DEL MAR,PLAZA VILLA INDEPENDENCIA,VINA DEL MAR,3.6,800,,,,,,,,,,,,06.00,22.00,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Variante,,COPA MIRAFLORES,VINA DEL MAR,A CUENTA SANTA JULIA,VINA DEL MAR,5.0,1000,,,,,,,,,,,,06.00,22.00,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Variante,,COPA MIRAFLORES,VINA DEL MAR,ALTOS DEL BOSQUE,VINA DEL MAR,5.6,1500,,,,,,,,,,,,06.00,22.00,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Variante,,SANTA JULIA -SAU SAU,VINA DEL MAR,TRASLAVIÑA / ARLEGUI,VINA DEL MAR,10.5,,,,,,,1800,,,,,,22.01,05.59,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Troncal,,ADUANA,VALPARAÍSO,VILLA INDEPENDENCIA,VINA DEL MAR,19.00,,,,,,,2500,,,,,,22.01,05.59,677,24/03/23,COLECTIVO URBANO,
258,GAMA UNO LTDA.,Viña del Mar,Troncal,,ADUANA,VALPARAÍSO,SANTA JULIA,VINA DEL MAR,18.0,,,,,,,2500,,,,,,22.01,05.59,677,24/03/23,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,1,WILSON,P. BLANCA,ADUANA,VALPARAISO,40,1900,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,3,AVDA. VALPARAISO,V.ALEMANA,ADUANA,VALPARAISO,35,1900,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,5,AVDA. VALPARAISO,V.ALEMANA,PUENTE CASINO,VIÑA DEL MAR,33,1700,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,7,WILSON,P. BLANCA,PUENTE CASINO,VIÑA DEL MAR,33,1700,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,9,AVDA. VALPARAISO,V.ALEMANA,PORTALES,QUILPUE,12,1000,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,VARIANTE,11,BELLOTO SUR,QUILPUE,ADUANA,VALPARAISO,30,1900,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,VARIANTE,13,BELLOTO SUR,QUILPUE,PUENTE CASINO,VIÑA DEL MAR,22,1700,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,15,PORTALES,QUILPUE,ADUANA,VALPARAISO,25,1700,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,17,PORTALES,QUILPUE,PUENTE CASINO,VIÑA DEL MAR,20,1600,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,19,UNO NORTE,VIÑA DEL MAR,ADUANA,VALPARAISO,12,1000,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,21,BELLOTO SUR,QUILPUE,PORTALES,QUILPUE,12,800,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,VARIANTE,23,PARINACOTA,QUILPUE,PORTALES,QUILPUE,14,800,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,VARIANTE,25,TRONCOS VIEJOS,VILLA ALEMANA,PORTALES,QUILPUE,12,800,,,,,,,,,,,,06.00,22.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,2,WILSON,P. BLANCA,ADUANA,VALPARAISO,40,,,,,,,2100,,,,,,22.00,0.600,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,4,AVDA. VALPARAISO,V.ALEMANA,ADUANA,VALPARAISO,35,,,,,,,2100,,,,,,22.00,06.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,6,AVDA. VALPARAISO,V.ALEMANA,PUENTE CASINO,VIÑA DEL MAR,33,,,,,,,1900,,,,,,22.00,06.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,8,WILSON,P. BLANCA,PUENTE CASINO,VIÑA DEL MAR,33,,,,,,,1900,,,,,,22.00,06.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,10,AVDA. VALPARAISO,V.ALEMANA,PORTALES,QUILPUE,12,,,,,,,1200,,,,,,22.00,06.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,VARIANTE,12,BELLOTO SUR,QUILPUE,ADUANA,VALPARAISO,30,,,,,,,2100,,,,,,22.00,06.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,VARIANTE,14,BELLOTO SUR,QUILPUE,PUENTE CASINO,VIÑA DEL MAR,22,,,,,,,1900,,,,,,22.00,06.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,16,PORTALES,QUILPUE,ADUANA,VALPARAISO,25,,,,,,,1900,,,,,,22.00,06.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,18,PORTALES,QUILPUE,PUENTE CASINO,VIÑA DEL MAR,20,,,,,,,1700,,,,,,22.00,06.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,20,UNO NORTE,VIÑA DEL MAR,ADUANA,VALPARAISO,12,,,,,,,1200,,,,,,22.00,06.00,2646,07/12/22,COLECTIVO URBANO,
259,Transporte Belloto Sur S.A.C.,Villa Alemana,TRONCAL,22,BELLOTO SUR,QUILPUE,PORTALES,QUILPUE,12,,,,,,,900,,,,,,22.00,06.00,2646,07/12/22,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,VARIANTE,24,PARINACOTA,QUILPUE,PORTALES,QUILPUE,14,700,,,,,,900,,,,,,22.00,06.00,4540,05/11/18,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,VARIANTE,26,TRONCOS VIEJOS,VILLA ALEMANA,PORTALES,QUILPUE,12,800,,,,,,900,,,,,,22.01,05.59,4540,05/11/18,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,TRONCAL,3,Av Rodelillo,VALPARAISO,Simpson,VALPARAISO,5,400,,,,,,,,,,,,06.00,24.00,4540,05/11/18,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,TRONCAL,4,Cordillera de los Andes,VALPARAISO,Simpson,VALPARAISO,7.5,500,,,,,,,,,,,,06.00,24.00,4540,05/11/18,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,TRONCAL,5,Eloy Alfaro,VALPARAISO,Pudeto,VALPARAISO,5,500,,,,,,,,,,,,06.00,24.00,4540,05/11/18,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,TRONCAL,6,Pudeto,VALPARAISO,Av Rodelillo,VALPARAISO,9,700,,,,,,,,,,,,06.00,24.00,4540,05/11/18,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,TRONCAL,7,Pudeto,VALPARAISO,Cordillera de los Andes,VALPARAISO,11,800,,,,,,,,,,,,06.00,24.00,4540,05/11/18,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,TRONCAL,8,Simpson,VALPARAISO,Av Rodelillo,VALPARAISO,5,400,,,,,,,,,,,,06.00,24.00,4540,05/11/18,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,TRONCAL,9,Simpson,VALPARAISO,Cordillera de los Andes,VALPARAISO,7.5,500,,,,,,,,,,,,06.00,24.00,4540,05/11/18,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,TRONCAL,10,Pudeto,VALPARAISO,Pje Quillota,VALPARAISO,5,500,,,,,,,,,,,,06.00,24.00,4540,05/11/18,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,TRONCAL,11,Pje Quillota,VALPARAISO,Cordillera de los Andes,VALPARAISO,7.9,600,,,,,,,,,,,,06.00,24.00,4540,05/11/18,COLECTIVO URBANO,
261,TRANSPORTES TAURO S.A,VALPARAISO,TRONCAL,12,Pje Quillota,VALPARAISO,Av Rodelillo,VALPARAISO,5.5,500,,,,,,,,,,,,06.00,24.00,4540,05/11/18,COLECTIVO URBANO,
262,A.G. Tax. Colec. Ruta 4 de San Felipe,San Felipe,Troncal ,1,VILLA EL SEÑORIAL,San Felipe,SABAJ DIMES,San Felipe,22,700,600,,,,,,,,,,,07.00,20.00,1649,18/08/22,COLECTIVO URBANO,
262,A.G. Tax. Colec. Ruta 4 de San Felipe,San Felipe,Troncal ,1,VILLA EL SEÑORIAL,San Felipe,SABAJ DIMES,San Felipe,22,,,,,,,800,,,,,,21.01,24.00,1649,18/08/22,COLECTIVO URBANO,
262,A.G. Tax. Colec. Ruta 4 de San Felipe,San Felipe,Troncal,1,VILLA EL SEÑORIAL,San Felipe,SABAJ DIMES,San Felipe,22,,,,,,,,,,,,800,07.00,24.00,1649,18/08/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,1,AV. ESPAÑA ,LOS ANDES ,SANTA ROSA - CHACABUCO,LOS ANDES ,5.6,900,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,2,AV. ESPAÑA ,LOS ANDES ,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,14.6,1100,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,3,AV. ESPAÑA ,LOS ANDES ,EL LABERINTO/ VISTA CORDILLERA 2 y 3,LOS ANDES ,5.2,1000,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,4,AV. ESPAÑA ,LOS ANDES ,LAS INDUSTRIAS/ VISTA CORDILLERA 1,LOS ANDES ,2.1,900,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,5,LAS INDUSTRIAS/ VISTA CORDILLERA 1,LOS ANDES ,SANTA ROSA - CHACABUCO,LOS ANDES ,9.7,900,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,6,LAS INDUSTRIAS/ VISTA CORDILLERA 1,LOS ANDES ,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,18.8,1100,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,7,EL LABERINTO/ VISTA CORDILLERA 2 y 4,LOS ANDES ,SANTA ROSA - CHACABUCO,LOS ANDES ,12.9,900,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,8,EL LABERINTO/ VISTA CORDILLERA 2 y 4,LOS ANDES ,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,22.0,1100,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL ,9,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,AV. CARLOS DÍAZ,LOS ANDES ,5.1,900,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,10,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,LAS INDUSTRIAS/ VISTA CORDILLERA 1,LOS ANDES ,18.8,1100,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL ,11,SANTA ROSA - CHACABUCO,LOS ANDES ,AV. SAN MARCELINO CHAMPAGNAT,LOS ANDES ,4.0,1200,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL ,12,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,AV. SAN MARCELINO CHAMPAGNAT,LOS ANDES ,6.6,1300,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL ,13,CHACAY/ HÉCTOR HUMERES,LOS ANDES ,AV. CARLOS DÍAZ,LOS ANDES ,10.1,1100,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL ,14,CHACAY/ HÉCTOR HUMERES,LOS ANDES,LAS INDUSTRIAS/ VISTA CORDILLERA 1,LOS ANDES ,10.1,1200,,,,,,,,,,,,7:01,21:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,1,AV. ESPAÑA ,LOS ANDES ,SANTA ROSA - CHACABUCO,LOS ANDES ,5.6,,,,,,,1000,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,2,AV. ESPAÑA ,LOS ANDES ,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,14.6,,,,,,,1200,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,3,AV. ESPAÑA ,LOS ANDES ,EL LABERINTO/ VISTA CORDILLERA 2 y 3,LOS ANDES ,5.2,,,,,,,1100,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,4,AV. ESPAÑA ,LOS ANDES ,LAS INDUSTRIAS/ VISTA CORDILLERA 1,LOS ANDES ,2.1,,,,,,,1000,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,5,LAS INDUSTRIAS/ VISTA CORDILLERA 1,LOS ANDES ,SANTA ROSA - CHACABUCO,LOS ANDES ,9.7,,,,,,,1000,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,6,LAS INDUSTRIAS/ VISTA CORDILLERA 1,LOS ANDES ,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,18.8,,,,,,,1200,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,7,EL LABERINTO/ VISTA CORDILLERA 2 y 4,LOS ANDES ,SANTA ROSA - CHACABUCO,LOS ANDES ,12.9,,,,,,,1000,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,8,EL LABERINTO/ VISTA CORDILLERA 2 y 4,LOS ANDES ,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,22.0,,,,,,,1200,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL ,9,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,AV. CARLOS DÍAZ,LOS ANDES ,5.1,,,,,,,1000,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL,10,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,LAS INDUSTRIAS/ VISTA CORDILLERA 1,LOS ANDES ,18.8,,,,,,,1200,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL ,11,SANTA ROSA - CHACABUCO,LOS ANDES ,AV. SAN MARCELINO CHAMPAGNAT,LOS ANDES ,4.0,,,,,,,1300,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL ,12,JUAN PABLO II (LOS ACACIOS),LOS ANDES ,AV. SAN MARCELINO CHAMPAGNAT,LOS ANDES ,6.6,,,,,,,1400,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL ,13,CHACAY/ HÉCTOR HUMERES,LOS ANDES ,AV. CARLOS DÍAZ,LOS ANDES ,10.1,,,,,,,1200,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL ,14,CHACAY/ HÉCTOR HUMERES,LOS ANDES,LAS INDUSTRIAS/ VISTA CORDILLERA 1,LOS ANDES ,10.1,,,,,,,1300,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
263,S.T.y Comerc. Halcon Ltda,Los Andes,TRONCAL ,"    Nota: domingos y festivos, las tarifas se incrementarán en $ 50.- en todos sus tramos.",,,,,,,,,,,,,,,,,,21:01,00:00,999,13/06/22,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,TRONCAL,1,TERMINAL PRAT,VILLA ALEMANA,CENTRO DE VILLA ALEMANA,VILLA ALEMANA,4,,,,,,,,502,,,,,06.00,23.00,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,TRONCAL,2,TERMINAL PRAT,VILLA ALEMANA,FREIRE ESQUINA BLANCO,QUILPUE,10,755,,,,,,,,,,,,06.00,23.00,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,TRONCAL,3,TERMINAL PRAT,VILLA ALEMANA,"CANAL BEAGLE, PLAZA MEXICO",VIÑA DEL MAR,25.3,1405,,,,,,,,,,,,06.00,23.00,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,TRONCAL,4,TERMINAL PRAT,VILLA ALEMANA,PLAZA ADUANA,VALPARAISO,32,1605,,,,,,,,,,,,06.00,23.00,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,VARIANTE1,5,TERMINAL PRAT,VILLA ALEMANA,CENTRO VILLA ALEMANA,VILLA ALEMANA,7.5,,,,,,,,502,,,,,06.00,23.00,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,VARIANTE1,6,CEMENTERIO,VILLA ALEMANA,CENTRO VILLA ALEMANA,VILLA ALEMANA,7.5,502,,,,,,,,,,,,06.00,23.00,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,VARIANTE1,7,SAN JOSE,VILLA ALEMANA,CENTRO VILLA ALEMANA,VILLA ALEMANA,7.8,502,,,,,,,,,,,,06.00,23.00,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,TRONCAL,1,TERMINAL PRAT,VILLA ALEMANA,CENTRO DE VILLA ALEMANA,VILLA ALEMANA,4,,,,,,,,702,,,,,23.01,05.59,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,TRONCAL,2,TERMINAL PRAT,VILLA ALEMANA,FREIRE ESQUINA BLANCO,QUILPUE,10,,,,,,,1005,,,,,,23.01,05.59,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,TRONCAL,3,TERMINAL PRAT,VILLA ALEMANA,"CANAL BEAGLE, PLAZA MEXICO",VIÑA DEL MAR,25.3,,,,,,,1805,,,,,,23.01,05.59,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,TRONCAL,4,TERMINAL PRAT,VILLA ALEMANA,PLAZA ADUANA,VALPARAISO,32,,,,,,,2005,,,,,,23.01,05.59,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,VARIANTE1,5,TERMINAL PRAT,VILLA ALEMANA,CENTRO VILLA ALEMANA,VILLA ALEMANA,7.5,,,,,,,,702,,,,,23.01,05.59,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,VARIANTE1,6,CEMENTERIO,VILLA ALEMANA,CENTRO VILLA ALEMANA,VILLA ALEMANA,7.8,,,,,,,702,,,,,,23.01,05.59,4540,05/11/18,COLECTIVO URBANO,
266,Trans. Colec. de Pas. Prat Peumo S.A.,Villa Alemana,VARIANTE1,7,SAN JOSE,VILLA ALEMANA,CENTRO VILLA ALEMANA,VILLA ALEMANA,7.8,,,,,,,702,,,,,,23.01,05.59,4540,05/11/18,COLECTIVO URBANO,
270,SINDICATO TAXIS COLECTIVOS ALTOS DEL VALLE Nº 17,Los andes,T,1,PARADA CALLE RODRIGUEZ ,LOS ANDES,BELLAVISTA - VILLA PRIMAVERA     ,LOS ANDES ,4,699,,,,,,,,,,,,7:00,21.00,1558,09/08/22,COLECTIVO URBANO,
270,SINDICATO TAXIS COLECTIVOS ALTOS DEL VALLE Nº 17,Los andes,T,1,PARADA CALLE RODRIGUEZ ,LOS ANDES,BELLAVISTA - VILLA PRIMAVERA     ,LOS ANDES ,4,,,,,,,799,,,,,,21:01,00:00,1558,09/08/22,COLECTIVO URBANO,
270,SINDICATO TAXIS COLECTIVOS ALTOS DEL VALLE Nº 17,Los andes,T,2,PARADA CALLE RODRIGUEZ ,LOS ANDES,REGIMIENTO - MONTES ANDINOS,LOS ANDES ,5.5,749,,,,,,,,,,,,7:00,21:00,1558,09/08/22,COLECTIVO URBANO,
270,SINDICATO TAXIS COLECTIVOS ALTOS DEL VALLE Nº 17,Los andes,T,2,PARADA CALLE RODRIGUEZ ,LOS ANDES,REGIMIENTO - MONTES ANDINOS,LOS ANDES ,5.5,,,,,,,849,,,,,,21:01,00:00,1558,09/08/22,COLECTIVO URBANO,
272,S.de Taxis Colec. Baron Rodelillo,VALPARAISO,Troncal,1,Terminal Avenida Rodelillo,VALPARAÍSO,Triwe,VALPARAÍSO,0.7,600,,,,,,,,,,,,7:00,23:59,328,23/02/22,COLECTIVO URBANO,
272,S.de Taxis Colec. Baron Rodelillo,VALPARAISO,Troncal,2,Terminal Avenida Rodelillo,VALPARAÍSO,Teresa de Calcuta,VALPARAÍSO,2.3,600,,,,,,,,,,,,7:00,23:59,328,23/02/22,COLECTIVO URBANO,
